,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
475,476,Probopass,Dainoseダイノーズ,60,55,145,75,150,40,340.0,1.4,50.0,1000000,60,Compass Pokémon,5120,70,525,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
476,477,Dusknoir,Yonoirヨノワール,45,100,135,65,135,45,106.6,2.2,50.0,800000,45,Gripper Pokémon,6400,35,525,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,478,Froslass,Yukimenokoユキメノコ,70,80,70,80,70,110,26.6,1.3,0.0,1000000,75,Snow Land Pokémon,5120,70,480,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
478,479,Rotom,Rotomロトム,50,65,107,105,107,86,0.3,0.3,0.0,1000000,45,Plasma Pokémon,5120,70,520,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,480,Uxie,Yuxieユクシー,75,75,130,75,130,95,0.3,0.3,0.0,1250000,3,Knowledge Pokémon,20480,140,580,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,481,Mesprit,Emritエムリット,80,105,105,105,105,80,0.3,0.3,0.0,1250000,3,Emotion Pokémon,20480,140,580,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
481,482,Azelf,Agnomeアグノム,75,125,70,125,70,115,0.3,0.3,0.0,1250000,3,Willpower Pokémon,20480,140,580,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
482,483,Dialga,Dialgaディアルガ,100,120,120,150,100,90,683.0,5.4,0.0,1250000,3,Temporal Pokémon,30720,0,680,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,484,Palkia,Palkiaパルキア,90,120,100,150,120,100,336.0,4.2,0.0,1250000,3,Spatial Pokémon,30720,0,680,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,485,Heatran,Heatranヒードラン,91,90,106,130,106,77,430.0,1.7,50.0,1250000,3,Lava Dome Pokémon,2560,100,600,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
485,486,Regigigas,Regigigasレジギガス,110,160,110,80,110,100,420.0,3.7,0.0,1250000,3,Colossal Pokémon,30720,0,670,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,487,Giratina,Giratina (another Forme)ギラティナ,150,120,100,120,100,90,750.0,4.5,0.0,1250000,3,Renegade Pokémon,30720,0,680,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487,488,Cresselia,Cresseliaクレセリア,120,70,120,75,130,85,85.6,1.5,0.0,1250000,3,Lunar Pokémon,30720,100,600,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
488,489,Phione,Phioneフィオネ,80,80,80,80,80,80,3.1,0.4,0.0,1250000,30,Sea Drifter Pokémon,10240,70,480,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
489,490,Manaphy,Manaphyマナフィ,100,100,100,100,100,100,1.4,0.3,0.0,1250000,3,Seafaring Pokémon,2560,70,600,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490,491,Darkrai,Darkraiダークライ,70,90,90,135,90,125,50.5,1.5,0.0,1250000,3,Pitch-Black Pokémon,30720,0,600,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,492,Shaymin,Shaymin (sky Forme)シェイミ,100,103,75,120,75,127,2.1,0.2,0.0,1059860,45,Gratitude Pokémon,30720,100,600,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492,493,Arceus,Arceusアルセウス,120,120,120,120,120,120,320.0,3.2,0.0,1250000,3,Alpha Pokémon,30720,0,720,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,494,Victini,Victiniビクティニ,100,100,100,100,100,100,4.0,0.4,0.0,1250000,3,Victory Pokémon,30720,100,600,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
494,495,Snivy,Tsutarjaツタージャ,45,45,55,45,55,63,8.1,0.6,88.1,1059860,45,Grass Snake Pokémon,5120,70,308,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
495,496,Servine,Janovyジャノビー,60,60,75,60,75,83,16.0,0.8,88.1,1059860,45,Grass Snake Pokémon,5120,70,413,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,497,Serperior,Jalordaジャローダ,75,75,95,75,95,113,63.0,3.3,88.1,1059860,45,Regal Pokémon,5120,70,528,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,498,Tepig,Pokabuポカブ,65,63,45,45,45,45,9.9,0.5,88.1,1059860,45,Fire Pig Pokémon,5120,70,308,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,499,Pignite,Chaobooチャオブー,90,93,55,70,55,55,55.5,1.0,88.1,1059860,45,Fire Pig Pokémon,5120,70,418,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
499,500,Emboar,Enbuohエンブオー,110,123,65,100,65,65,150.0,1.6,88.1,1059860,45,Mega Fire Pig Pokémon,5120,70,528,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
500,501,Oshawott,Mijumaruミジュマル,55,55,45,63,45,45,5.9,0.5,88.1,1059860,45,Sea Otter Pokémon,5120,70,308,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,502,Dewott,Futachimaruフタチマル,75,75,60,83,60,60,24.5,0.8,88.1,1059860,45,Discipline Pokémon,5120,70,413,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,503,Samurott,Daikenkiダイケンキ,95,100,85,108,70,70,94.6,1.5,88.1,1059860,45,Formidable Pokémon,5120,70,528,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,504,Patrat,Minezumiミネズミ,45,55,39,35,39,42,11.6,0.5,50.0,1000000,255,Scout Pokémon,3840,70,255,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,505,Watchog,Miruhogミルホッグ,60,85,69,60,69,77,27.0,1.1,50.0,1000000,255,Lookout Pokémon,5120,70,420,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,506,Lillipup,Yorterrieヨーテリー,45,60,45,25,45,55,4.1,0.4,50.0,1059860,255,Puppy Pokémon,3840,70,275,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
506,507,Herdier,Herderrieハーデリア,65,80,65,35,65,60,14.7,0.9,50.0,1059860,120,Loyal Dog Pokémon,3840,70,370,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
507,508,Stoutland,Moolandムーランド,85,110,90,45,90,80,61.0,1.2,50.0,1059860,45,Big-Hearted Pokémon,3840,70,500,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,509,Purrloin,Choronekoチョロネコ,41,50,37,50,37,66,10.1,0.4,50.0,1000000,255,Devious Pokémon,5120,70,281,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,510,Liepard,Lepardasレパルダス,64,88,50,88,50,106,37.5,1.1,50.0,1000000,90,Cruel Pokémon,5120,70,446,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,511,Pansage,Yanappuヤナップ,50,53,48,53,48,64,10.5,0.6,88.1,1000000,190,Grass Monkey Pokémon,5120,70,316,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
511,512,Simisage,Yanakkieヤナッキー,75,98,63,98,63,101,30.5,1.1,88.1,1000000,75,Thorn Monkey Pokémon,5120,70,498,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
512,513,Pansear,Baoppuバオップ,50,53,48,53,48,64,11.0,0.6,88.1,1000000,190,High Temp Pokémon,5120,70,316,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,514,Simisear,Baokkieバオッキー,75,98,63,98,63,101,28.0,1.0,88.1,1000000,75,Ember Pokémon,5120,70,498,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,515,Panpour,Hiyappuヒヤップ,50,53,48,53,48,64,13.5,0.6,88.1,1000000,190,Spray Pokémon,5120,70,316,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,516,Simipour,Hiyakkieヒヤッキー,75,98,63,98,63,101,29.0,1.0,88.1,1000000,75,Geyser Pokémon,5120,70,498,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,517,Munna,Munnaムンナ,76,25,45,67,55,24,23.3,0.6,50.0,800000,190,Dream Eater Pokémon,2560,70,292,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,518,Musharna,Musharnaムシャーナ,116,55,85,107,95,29,60.5,1.1,50.0,800000,75,Drowsing Pokémon,2560,70,487,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
518,519,Pidove,Mamepatoマメパト,50,55,50,36,30,43,2.1,0.3,50.0,1059860,255,Tiny Pigeon Pokémon,3840,70,264,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
519,520,Tranquill,Hatobohハトーボー,62,77,62,50,42,65,15.0,0.6,50.0,1059860,120,Wild Pigeon Pokémon,3840,70,358,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
520,521,Unfezant,Kenhallowケンホロウ,80,115,80,65,55,93,29.0,1.2,50.0,1059860,45,Proud Pokémon,3840,70,488,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
521,522,Blitzle,Shimamaシママ,45,60,32,50,32,76,29.8,0.8,50.0,1000000,190,Electrified Pokémon,5120,70,295,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,523,Zebstrika,Zebraikaゼブライカ,75,100,63,80,63,116,79.5,1.6,50.0,1000000,75,Thunderbolt Pokémon,5120,70,497,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,524,Roggenrola,Dangoroダンゴロ,55,75,85,25,25,15,18.0,0.4,50.0,1059860,255,Mantle Pokémon,3840,70,280,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,525,Boldore,Gantleガントル,70,105,105,50,40,20,102.0,0.9,50.0,1059860,120,Ore Pokémon,3840,70,390,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
525,526,Gigalith,Gigaiathギガイアス,85,135,130,60,80,25,260.0,1.7,50.0,1059860,45,Compressed Pokémon,3840,70,515,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
526,527,Woobat,Koromoriコロモリ,65,45,43,55,43,72,2.1,0.4,50.0,1000000,190,Bat Pokémon,3840,70,323,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
527,528,Swoobat,Kokoromoriココロモリ,67,57,55,77,55,114,10.5,0.9,50.0,1000000,45,Courting Pokémon,3840,70,425,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
528,529,Drilbur,Mogurewモグリュー,60,85,40,30,45,68,8.5,0.3,50.0,1000000,120,Mole Pokémon,5120,70,328,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
529,530,Excadrill,Doryuzuドリュウズ,110,135,60,50,65,88,40.4,0.7,50.0,1000000,60,Subterrene Pokémon,5120,70,508,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
530,531,Audino,Tabunneタブンネ,103,60,126,80,126,50,31.0,1.1,50.0,800000,255,Hearing Pokémon,5120,70,545,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531,532,Timburr,Dokkorerドッコラー,75,80,55,25,35,35,12.5,0.6,75.4,1059860,180,Muscular Pokémon,5120,70,305,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,533,Gurdurr,Dotekkotsuドテッコツ,85,105,85,40,50,40,40.0,1.2,75.4,1059860,90,Muscular Pokémon,5120,70,405,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
533,534,Conkeldurr,Roubushinローブシン,105,140,95,55,65,45,87.0,1.4,75.4,1059860,45,Muscular Pokémon,5120,70,505,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,535,Tympole,Otamaroオタマロ,50,50,40,50,40,64,4.5,0.5,50.0,1059860,255,Tadpole Pokémon,5120,70,294,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535,536,Palpitoad,Gamagaruガマガル,75,65,55,65,55,69,17.0,0.8,50.0,1059860,120,Vibration Pokémon,5120,70,384,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
536,537,Seismitoad,Gamagerogeガマゲロゲ,105,95,75,85,75,74,62.0,1.5,50.0,1059860,45,Vibration Pokémon,5120,70,509,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
537,538,Throh,Nagekiナゲキ,120,100,85,30,85,45,55.5,1.3,100.0,1000000,45,Judo Pokémon,5120,70,465,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,539,Sawk,Dagekiダゲキ,75,125,75,30,75,85,51.0,1.4,100.0,1000000,45,Karate Pokémon,5120,70,465,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,540,Sewaddle,Kurumiruクルミル,45,53,70,40,60,42,2.5,0.3,50.0,1059860,255,Sewing Pokémon,3840,70,310,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,541,Swadloon,Kurumayuクルマユ,55,63,90,50,80,42,7.3,0.5,50.0,1059860,120,Leaf-Wrapped Pokémon,3840,70,380,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
541,542,Leavanny,Hahakomoriハハコモリ,75,103,80,70,80,92,20.5,1.2,50.0,1059860,45,Nurturing Pokémon,3840,70,500,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542,543,Venipede,Fushideフシデ,30,45,59,30,39,57,5.3,0.4,50.0,1059860,255,Centipede Pokémon,3840,70,260,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
